Player,Squad,Pos,Age,Min,Gls,Ast,xG,xAG,Tkl,Int,Clr,Cmp%,PrgP,PrgC,PrgR_stats_possession,SoT,Sh,KP,Touches,attack_score,defend_score,passing_score,movement_score,role,cluster
Remo Freuler,Bologna,MF,32.0,3204,1,2,1.3,1.5,79,38,57,87.7,208,39,56,4,17,36,2245,67.6,319.5,489.27,395.0,MF,5
Marco Friedl,Werder Bremen,DF,26.0,2161,0,0,0.5,0.2,62,34,130,90.2,69,4,1,3,4,3,1769,13.5,387.0,152.12,184.9,DF,1
Marvin Friedrich,Gladbach,DF,28.0,989,0,1,0.4,0.6,15,5,57,88.4,36,11,3,2,7,3,822,21.8,125.5,90.14,104.7,DF,3
Jeremie Frimpong,Leverkusen,"DF,MF",23.0,2314,5,5,4.1,4.2,33,8,22,76.1,55,100,272,16,34,30,1205,181.2,115.0,190.21,814.5,DF,2
Jorge de Frutos,Rayo Vallecano,"FW,MF",27.0,2495,6,3,6.3,3.4,37,19,24,68.3,44,77,201,18,52,31,1010,186.6,148.0,160.53,618.5,MF,2
Chris Führich,Stuttgart,"MF,FW",26.0,1981,2,3,2.9,3.7,15,6,19,80.5,95,114,202,12,36,32,1220,179.8,70.5,266.15,697.0,MF,2
Angelo Fulgini,Lens,"MF,FW",27.0,1045,1,1,2.4,3.8,14,2,3,78.1,69,29,113,9,26,28,801,76.3,36.5,202.21,349.6,MF,4
Niclas Füllkrug,West Ham,FW,31.0,790,3,2,2.2,1.9,4,1,16,67.2,14,7,31,7,16,14,277,46.9,34.0,67.42,100.2,FW,0
Kyogo Furuhashi,Rennes,FW,29.0,123,0,0,0.1,0.0,2,0,0,27.3,0,0,3,0,1,0,20,1.2,4.0,2.7300000000000004,8.0,FW,0
Manuel Fuster,Las Palmas,"FW,MF",26.0,1003,2,1,0.7,1.8,19,4,17,76.6,71,23,75,7,18,28,742,58.9,71.5,200.06,258.7,MF,3
Matteo Gabbia,Milan,DF,24.0,2152,2,0,1.1,0.2,21,15,103,91.2,74,13,2,4,14,2,1635,41.2,226.5,160.72,187.0,DF,3
Tiago Gabriel,Lecce,DF,19.0,96,0,0,0.0,0.0,0,0,11,87.5,1,0,0,0,0,0,56,0.0,16.5,10.75,5.6000000000000005,DF,0
Alessandro Gabrielloni,Como,"FW,MF",30.0,142,1,1,0.3,0.8,0,0,1,57.1,6,5,13,2,5,4,64,16.6,1.5,29.11,39.9,MF,0
Gianluca Gaetano,Cagliari,"MF,FW",24.0,1009,2,4,4.9,2.2,11,6,8,72.3,41,11,82,6,30,22,490,65.8,46.0,140.82999999999998,229.5,MF,3
Roberto Gagliardini,Monza,"MF,DF",30.0,180,0,0,0.0,0.2,3,2,4,86.3,11,5,3,0,0,1,141,5.0,16.0,32.730000000000004,27.6,DF,0
Cody Gakpo,Liverpool,FW,25.0,1935,10,4,7.1,4.4,28,12,19,75.7,52,59,278,22,57,38,888,193.2,108.5,193.77,733.3,FW,2
Javi Galán,Atlético Madrid,DF,29.0,1784,0,3,0.2,3.9,51,12,47,82.9,54,52,107,0,9,15,1270,61.4,196.5,159.49,419.0,DF,3
Iñigo Ruiz de Galarreta,Athletic Club,MF,30.0,1477,0,4,0.5,2.9,36,16,14,80.9,137,27,39,1,11,28,978,40.5,125.0,344.79,216.3,MF,3
Conor Gallagher,Atlético Madrid,MF,24.0,1633,3,3,2.8,1.2,45,20,23,85.0,64,24,64,4,22,12,1062,66.6,164.5,167.1,270.2,MF,3
Antonino Gallo,Lecce,DF,24.0,2609,0,2,0.3,2.7,65,20,133,66.2,107,57,110,3,9,44,1587,71.1,369.5,300.72,464.2000000000001,DF,1
Cristian Gamboa,Bochum,DF,34.0,226,1,0,0.2,0.2,8,2,8,60.5,5,2,9,1,4,3,154,10.9,32.0,21.15,36.4,DF,0
Idrissa Gana Gueye,Everton,MF,34.0,3063,0,3,1.1,1.7,133,48,36,86.5,145,27,27,5,27,19,1801,63.7,416.0,341.25,274.6,MF,1
Ignatius Ganago,Nantes,"FW,MF",25.0,241,0,0,0.4,0.3,1,4,2,76.6,9,5,26,0,7,5,112,12.8,13.0,34.06,70.7,MF,0
Silvère Ganvoula M'Boussy,Monza,FW,28.0,326,0,0,0.4,0.2,0,1,5,61.7,4,3,21,1,4,1,103,9.3,9.5,16.270000000000003,56.8,FW,0
Facundo Garcés,Alavés,DF,24.0,678,0,0,0.1,0.8,6,5,51,76.1,12,3,3,1,5,3,280,9.7,98.5,38.51,38.5,DF,0
Aleix García,Leverkusen,MF,27.0,1455,3,4,1.0,4.9,13,11,24,87.2,120,27,47,5,15,32,1503,60.5,84.0,323.42,284.8,MF,3
Álvaro García,Rayo Vallecano,"FW,MF",31.0,2559,4,5,7.6,5.0,33,32,42,64.6,71,68,245,26,71,50,1164,205.2,193.0,253.46,708.4,MF,2
Andrés García,Aston Villa,"DF,MF",21.0,318,0,0,0.0,0.2,9,2,10,86.6,15,26,28,0,2,3,256,28.0,37.0,43.76,120.6,DF,0
Eric García,Barcelona,"DF,MF",23.0,1566,2,3,2.3,0.8,38,14,41,92.1,109,18,22,8,14,7,1517,54.6,165.5,249.11,222.7,DF,3
Fran Garcia,Real Madrid,DF,24.0,2171,0,2,0.9,1.8,51,28,67,86.7,119,78,177,3,14,24,1792,98.3,258.5,294.07,650.2,DF,5
Joan García,Espanyol,GK,23.0,3420,0,0,0.1,0.0,0,0,18,71.6,1,0,0,1,1,0,1348,2.7,27.0,9.16,134.8,GK,0
Rubén García,Osasuna,"FW,MF",31.0,2413,5,5,3.2,3.6,52,15,34,74.3,112,37,157,10,27,49,1467,100.4,185.0,330.73,516.2,MF,5
Ulisses Garcia,Marseille,DF,28.0,930,2,2,1.5,1.4,14,8,18,84.7,53,23,87,2,8,8,712,43.0,71.0,136.67000000000002,279.7,DF,3
Alejandro Garnacho,Manchester Utd,"MF,FW",20.0,2199,6,2,7.3,4.5,30,13,11,78.9,56,141,290,29,84,37,1159,301.1,102.5,194.89,907.4,MF,2
James Garner,Everton,"MF,DF",23.0,1594,0,1,0.7,1.4,47,23,37,76.1,50,15,30,4,12,13,977,34.4,195.5,134.31,180.2,DF,3
Yarek Gasiorowski,Valencia,DF,19.0,947,0,0,1.1,0.1,19,26,60,80.3,38,9,0,0,3,3,620,14.2,180.0,88.83,75.5,DF,3
Federico Gatti,Juventus,DF,26.0,2195,1,0,2.5,0.5,28,18,76,95.0,73,24,6,9,25,6,1687,70.5,206.0,166.0,216.7,DF,3
Gavi,Barcelona,"MF,FW",19.0,1085,1,1,0.9,1.6,30,10,7,90.0,77,13,42,1,11,14,943,30.3,90.5,191.8,197.8,MF,3
Paulo Gazzaniga,Girona,GK,32.0,3195,0,0,0.0,0.0,1,0,17,80.0,0,0,0,0,0,0,1289,0.0,27.5,8.0,128.9,GK,0
Jean-Philippe Gbamin,Nantes,MF,28.0,216,0,0,0.5,0.0,2,3,2,78.3,12,2,1,0,2,0,143,5.0,13.0,31.83,19.3,MF,0
Mory Gbane,Reims,"DF,MF",23.0,1125,0,1,0.2,0.6,20,18,90,85.3,35,3,9,2,4,7,694,10.4,211.0,93.83,91.9,DF,3
Yann Gboho,Toulouse,"MF,FW",23.0,2333,5,4,5.4,3.5,31,6,4,74.2,103,116,189,26,50,30,953,230.8,80.0,280.92,647.3,MF,2
David de Gea,Fiorentina,GK,33.0,3060,0,1,0.0,0.4,1,0,12,73.2,0,0,0,0,0,3,1207,0.0,20.0,16.02,120.7,GK,0
Lutsharel Geertruida,RB Leipzig,DF,24.0,1557,1,0,1.1,1.0,35,16,59,86.7,93,21,34,1,8,10,1266,35.7,190.5,212.67,226.1,DF,3
Dennis Geiger,Hoffenheim,"MF,FW",26.0,734,0,0,0.2,0.5,24,7,6,87.3,37,12,21,1,5,11,441,18.9,71.0,100.73,104.1,MF,0
Valentin Gendrey,Lecce,DF,24.0,180,0,0,0.2,0.1,2,2,1,76.4,5,7,4,0,2,2,69,9.4,9.5,20.94,25.4,DF,0
Valentin Gendrey,Hoffenheim,DF,24.0,1414,1,1,1.1,1.8,30,15,53,69.9,49,24,86,5,10,16,874,46.7,169.5,137.39,295.4,DF,3
Denis Genreau,Toulouse,MF,25.0,222,0,0,0.3,0.5,7,3,4,82.7,13,9,7,0,6,5,160,15.6,26.0,43.27,43.5,MF,0
Tyrique George,Chelsea,FW,18.0,183,1,1,0.2,0.7,2,2,1,79.6,3,9,22,1,3,6,70,16.9,9.5,28.06,64.5,FW,0
Yannick Gerhardt,Wolfsburg,"MF,DF",30.0,1518,1,1,1.2,0.2,28,17,47,76.9,57,27,63,4,15,4,854,53.4,160.5,131.29,251.9,DF,3
Max Geschwill,Holstein Kiel,DF,23.0,1282,1,2,0.9,0.8,26,30,53,74.3,58,6,16,2,9,10,827,22.8,191.5,146.83,123.7,DF,3
Daniele Ghilardi,Hellas Verona,DF,21.0,2029,0,0,0.6,0.2,44,30,106,78.4,57,16,7,4,12,6,1070,35.2,307.0,131.44,145.0,DF,1
Lautaro Gianetti,Udinese,DF,30.0,878,1,0,0.1,0.1,22,15,49,82.6,19,0,3,2,2,2,499,8.2,147.5,49.56,55.900000000000006,DF,0
Dimitris Giannoulis,Augsburg,DF,28.0,2650,1,4,1.1,4.2,47,47,75,74.7,104,60,164,4,13,42,1802,84.2,300.5,303.07,598.2,DF,5
Morgan Gibbs-White,Nott'ham Forest,MF,24.0,2803,7,8,6.3,5.0,43,23,29,78.3,164,69,137,21,61,51,1627,195.1,175.5,451.33,540.2,MF,5
Samuel Gigot,Lazio,DF,30.0,683,2,0,1.3,0.0,4,13,36,92.0,12,7,5,3,4,0,391,24.1,88.0,33.2,59.6,DF,0
